Street,Street condition score,Group,Ward
RAWCLIFFE CLOSE,7.10,Poor (<75),Rawcliffe & Clifton Without Ward
RAWCLIFFE CROFT,58.29,Poor (<75),Rawcliffe & Clifton Without Ward
RAWCLIFFE DRIVE,79.81,Fair (75-89),Rawcliffe & Clifton Without Ward
RAWCLIFFE GROVE,11.99,Poor (<75),Rawcliffe & Clifton Without Ward
RAWCLIFFE LANE,84.73,Fair (75-89),Rawcliffe & Clifton Without Ward
RAWCLIFFE WAY,24.88,Poor (<75),Rawcliffe & Clifton Without Ward
REDMIRES CLOSE,96.57,Excellent (95-100),Rawcliffe & Clifton Without Ward
REIGHTON AVENUE,75.25,Fair (75-89),Rawcliffe & Clifton Without Ward
REIGHTON DRIVE,75.28,Fair (75-89),Rawcliffe & Clifton Without Ward
RINGSTONE ROAD,94.24,Good (90-94),Rawcliffe & Clifton Without Ward
RISHWORTH GROVE,87.39,Fair (75-89),Rawcliffe & Clifton Without Ward
RIVELIN WAY,43.14,Poor (<75),Rawcliffe & Clifton Without Ward
ROAD A1237 FROM A19 ROUNDABOUT UP TO AND INCLUDING CLIFTON MOORGATE ROUNDABOUT,96.29,Excellent (95-100),Rawcliffe & Clifton Without Ward
ROAD A1237 FROM CLIFTON MOORGATE ROUNDABOUT UP TO AND INCLUDING WIGGINTON ROAD ROUNDABOUT,95.59,Excellent (95-100),Rawcliffe & Clifton Without Ward
ROAD A1237 FROM MILLFIELD LANE ROUNDABOUT UP TO AND INCLUDING A19 ROUNDABOUT,95.79,Excellent (95-100),Rawcliffe & Clifton Without Ward
ROAD A1237 FROM WIGGINTON ROAD ROUNDABOUT UP TO AND INCLUDING HAXBY ROAD ROUNDABOUT,100.00,Excellent (95-100),Rawcliffe & Clifton Without Ward
ROSEBERRY GROVE,92.82,Good (90-94),Rawcliffe & Clifton Without Ward
ROSECROFT WAY,79.16,Fair (75-89),Rawcliffe & Clifton Without Ward
ROUNDHILL LINK,87.87,Fair (75-89),Rawcliffe & Clifton Without Ward
RUSSELL DRIVE,98.76,Excellent (95-100),Rawcliffe & Clifton Without Ward
RYBURN CLOSE,88.54,Fair (75-89),Rawcliffe & Clifton Without Ward
SAVILLE GROVE,48.85,Poor (<75),Rawcliffe & Clifton Without Ward
SCAFELL CLOSE,69.12,Poor (<75),Rawcliffe & Clifton Without Ward
SEAFIRE CLOSE,46.28,Poor (<75),Rawcliffe & Clifton Without Ward
SHELLEY GROVE,6.61,Poor (<75),Rawcliffe & Clifton Without Ward
SHIPTON ROAD,81.22,Fair (75-89),Rawcliffe & Clifton Without Ward
SHIPTON ROAD,89.30,Fair (75-89),Rawcliffe & Clifton Without Ward
SHOTEL CLOSE,96.48,Excellent (95-100),Rawcliffe & Clifton Without Ward
SHOTEL CLOSE,77.20,Fair (75-89),Rawcliffe & Clifton Without Ward
SOMERSET CLOSE,88.92,Fair (75-89),Rawcliffe & Clifton Without Ward
SOUTHOLME DRIVE,94.19,Good (90-94),Rawcliffe & Clifton Without Ward
ST JAMES CLOSE,92.63,Good (90-94),Rawcliffe & Clifton Without Ward
ST MARKS GROVE,63.60,Poor (<75),Rawcliffe & Clifton Without Ward
STAINDALE CLOSE,3.39,Poor (<75),Rawcliffe & Clifton Without Ward
STIRLING ROAD,72.88,Poor (<75),Rawcliffe & Clifton Without Ward
STUBDEN GROVE,86.89,Fair (75-89),Rawcliffe & Clifton Without Ward
SURREY WAY,74.41,Poor (<75),Rawcliffe & Clifton Without Ward
SWINSTY COURT,73.75,Poor (<75),Rawcliffe & Clifton Without Ward
TAMWORTH ROAD,87.12,Fair (75-89),Rawcliffe & Clifton Without Ward
TATTON CLOSE,82.07,Fair (75-89),Rawcliffe & Clifton Without Ward
THE GARLANDS,58.68,Poor (<75),Rawcliffe & Clifton Without Ward
THORNTON MOOR CLOSE,96.24,Excellent (95-100),Rawcliffe & Clifton Without Ward
TRIBUNE WAY,73.53,Poor (<75),Rawcliffe & Clifton Without Ward
TROUTSDALE AVENUE,85.66,Fair (75-89),Rawcliffe & Clifton Without Ward
VERNON ROAD,6.28,Poor (<75),Rawcliffe & Clifton Without Ward
VILLAGE STREET,43.35,Poor (<75),Rawcliffe & Clifton Without Ward
WASDALE CLOSE,43.08,Poor (<75),Rawcliffe & Clifton Without Ward
WATER LANE,86.65,Fair (75-89),Rawcliffe & Clifton Without Ward
WELLESLEY CLOSE,81.56,Fair (75-89),Rawcliffe & Clifton Without Ward
WESTHOLME DRIVE,27.42,Poor (<75),Rawcliffe & Clifton Without Ward
WHARNSCLIFFE DRIVE,90.19,Good (90-94),Rawcliffe & Clifton Without Ward
WHITLEY CLOSE,88.14,Fair (75-89),Rawcliffe & Clifton Without Ward
WIGGINTON ROAD,92.11,Good (90-94),Rawcliffe & Clifton Without Ward
WIGGINTON ROAD,99.66,Excellent (95-100),Rawcliffe & Clifton Without Ward
WIMPOLE CLOSE,70.99,Poor (<75),Rawcliffe & Clifton Without Ward
WINSCAR GROVE,93.56,Good (90-94),Rawcliffe & Clifton Without Ward
WOODLAND CHASE,91.51,Good (90-94),Rawcliffe & Clifton Without Ward
ALLERTON DRIVE,55.65,Poor (<75),Rural West York Ward
APPLE GARTH,32.09,Poor (<75),Rural West York Ward
ARTHUR PLACE,76.90,Fair (75-89),Rural West York Ward
ASKHAM BRYAN LANE,98.07,Excellent (95-100),Rural West York Ward
ASKHAM FIELDS LANE,71.84,Poor (<75),Rural West York Ward
ASKHAM LANE,88.81,Fair (75-89),Rural West York Ward
ASKHAM LANE,78.31,Fair (75-89),Rural West York Ward
ASKHAM RICHARD SCHOOL TO SEAKEL LANE,66.99,Poor (<75),Rural West York Ward
AVONDHU TO RAILWAY,52.91,Poor (<75),Rural West York Ward
BACK LANE,98.70,Excellent (95-100),Rural West York Ward
BANKSIDE CLOSE,65.10,Poor (<75),Rural West York Ward
BANKSIDE CLOSE,28.97,Poor (<75),Rural West York Ward
BEECH GROVE,14.84,Poor (<75),Rural West York Ward
BEECH WAY,0.70,Poor (<75),Rural West York Ward
BLACK DYKES LANE,54.80,Poor (<75),Rural West York Ward
BLAND LANE,79.55,Fair (75-89),Rural West York Ward
BOROUGHBRIDGE ROAD,93.65,Good (90-94),Rural West York Ward
BRACKENHILLS,67.87,Poor (<75),Rural West York Ward
BRADLEY LANE,79.23,Fair (75-89),Rural West York Ward
BRECKSFIELDS,72.43,Poor (<75),Rural West York Ward
BROAD LANE,14.99,Poor (<75),Rural West York Ward
BURTREE AVENUE,60.07,Poor (<75),Rural West York Ward
BUTTACRE LANE,5.57,Poor (<75),Rural West York Ward
CAIRNBORROW,98.71,Excellent (95-100),Rural West York Ward
CALDER AVENUE,94.08,Good (90-94),Rural West York Ward
CHANTRY AVENUE,0.55,Poor (<75),Rural West York Ward
CHANTRY GAP,81.34,Fair (75-89),Rural West York Ward
CHANTRY GROVE,66.78,Poor (<75),Rural West York Ward
CHAPEL LANE,69.06,Poor (<75),Rural West York Ward
CHERRY GROVE,42.97,Poor (<75),Rural West York Ward
CHURCH CLOSE,60.95,Poor (<75),Rural West York Ward
CHURCH FARM CLOSE,66.77,Poor (<75),Rural West York Ward
CHURCH LANE,5.15,Poor (<75),Rural West York Ward
CHURCH LANE,11.47,Poor (<75),Rural West York Ward
CINDER LANE,12.64,Poor (<75),Rural West York Ward
COMMON CROFT LANE,60.96,Poor (<75),Rural West York Ward
CORBAN LANE,92.67,Good (90-94),Rural West York Ward
DIKELANDS CLOSE,81.76,Fair (75-89),Rural West York Ward
DIKELANDS LANE,72.89,Poor (<75),Rural West York Ward
EASTHORPE DRIVE,29.34,Poor (<75),Rural West York Ward
EBOR WAY,91.98,Good (90-94),Rural West York Ward
ELM TREE AVENUE,33.31,Poor (<75),Rural West York Ward
ESK DRIVE,76.02,Fair (75-89),Rural West York Ward
FAIRFIELDS DRIVE,88.86,Fair (75-89),Rural West York Ward
FAIRFIELDS DRIVE,98.52,Excellent (95-100),Rural West York Ward
FAIRWAY DRIVE,97.24,Excellent (95-100),Rural West York Ward
FOSS WALK,87.25,Fair (75-89),Rural West York Ward
GABLE PARK,94.82,Good (90-94),Rural West York Ward
GRANGE CLOSE,87.44,Fair (75-89),Rural West York Ward
GREAT NORTH WAY,79.76,Fair (75-89),Rural West York Ward
GREGORY CLOSE,66.14,Poor (<75),Rural West York Ward
GROVE GARDENS,76.72,Fair (75-89),Rural West York Ward
HAWTHORNE CLOSE,29.62,Poor (<75),Rural West York Ward
HESSAY TO MOOR BRIDGE,59.08,Poor (<75),Rural West York Ward
HILLCREST AVENUE,68.05,Poor (<75),Rural West York Ward
HODGSON LANE,30.05,Poor (<75),Rural West York Ward
HUDSON WAY,79.85,Fair (75-89),Rural West York Ward
HUTTON CLOSE,65.83,Poor (<75),Rural West York Ward
INGS LANE,58.73,Poor (<75),Rural West York Ward
KYLE WAY,90.02,Good (90-94),Rural West York Ward
LABURNUM CLOSE,93.77,Good (90-94),Rural West York Ward
LIME GARTH,20.01,Poor (<75),Rural West York Ward
LINTON ROAD,5.72,Poor (<75),Rural West York Ward
LITTLE GARTH,17.42,Poor (<75),Rural West York Ward
LITTLEFIELD CLOSE,15.06,Poor (<75),Rural West York Ward
LONG RIDGE DRIVE,5.80,Poor (<75),Rural West York Ward
LONG RIDGE LANE,94.29,Good (90-94),Rural West York Ward
LONG RIDGE LANE,90.33,Good (90-94),Rural West York Ward
LOW MOOR LANE,70.00,Poor (<75),Rural West York Ward
LOWFIELD LANE,52.39,Poor (<75),Rural West York Ward
MAIN STREET,57.73,Poor (<75),Rural West York Ward
MAIN STREET,37.47,Poor (<75),Rural West York Ward
MAIN STREET,43.55,Poor (<75),Rural West York Ward
MAIN STREET,55.22,Poor (<75),Rural West York Ward
MAIN STREET,91.15,Good (90-94),Rural West York Ward
MAIN STREET,75.06,Fair (75-89),Rural West York Ward
MAYTHORPE,72.59,Poor (<75),Rural West York Ward
MIDDLEWOOD CLOSE,26.57,Poor (<75),Rural West York Ward
MIDWAY AVENUE,48.15,Poor (<75),Rural West York Ward
MILESTONE AVENUE,7.39,Poor (<75),Rural West York Ward
MILL LANE,52.26,Poor (<75),Rural West York Ward
MILL LANE,79.92,Fair (75-89),Rural West York Ward
MILL LANE,20.93,Poor (<75),Rural West York Ward
MILL LANE,32.12,Poor (<75),Rural West York Ward
MILLFIELD GARDENS,92.80,Good (90-94),Rural West York Ward
MILLFIELD LANE,76.51,Fair (75-89),Rural West York Ward
MILLFIELD LANE TO ROUNDABOUT,93.06,Good (90-94),Rural West York Ward
MONTAGUE WALK,76.88,Fair (75-89),Rural West York Ward
MOOR LANE,80.07,Fair (75-89),Rural West York Ward
MOOR LANE,98.82,Excellent (95-100),Rural West York Ward
MOORLANDS ROAD,73.33,Poor (<75),Rural West York Ward
NETHER WAY,45.13,Poor (<75),Rural West York Ward
NETHER WAY,76.25,Fair (75-89),Rural West York Ward
NEW ROAD,38.18,Poor (<75),Rural West York Ward
NEWLANDS LANE,11.54,Poor (<75),Rural West York Ward
NIDD CLOSE,98.11,Excellent (95-100),Rural West York Ward
NORTHFIELD LANE,78.09,Fair (75-89),Rural West York Ward
NURSERY COURT,95.60,Excellent (95-100),Rural West York Ward
NURSERY ROAD,1.71,Poor (<75),Rural West York Ward
NURSERY TO RED LION,87.62,Fair (75-89),Rural West York Ward
OPUS AVENUE,81.59,Fair (75-89),Rural West York Ward
ORCHARD ROAD,16.94,Poor (<75),Rural West York Ward
ORCHARD VIEW,36.42,Poor (<75),Rural West York Ward
OUSE MOOR LANE,35.30,Poor (<75),Rural West York Ward
PARK CLOSE,82.54,Fair (75-89),Rural West York Ward
PASTURE CLOSE,7.08,Poor (<75),Rural West York Ward
PEAR TREE AVENUE,40.32,Poor (<75),Rural West York Ward
POPPLETON HALL GARDENS,0.00,Poor (<75),Rural West York Ward
PORTAL ROAD,95.85,Excellent (95-100),Rural West York Ward
RED LION TO SHIRBUTT LANE,72.36,Poor (<75),Rural West York Ward
RIVERSIDE GARDENS,78.45,Fair (75-89),Rural West York Ward
RIVERSIDE WALK,36.91,Poor (<75),Rural West York Ward
RIVERSVALE DRIVE,22.04,Poor (<75),Rural West York Ward
ROAD A1237 FROM A19 ROUNDABOUT UP TO AND INCLUDING CLIFTON MOORGATE ROUNDABOUT,82.45,Fair (75-89),Rural West York Ward
ROAD A1237 FROM A59 ROUNDABOUT UP TO AND INCLUDING MILLFIELD LANE ROUNDABOUT,97.46,Excellent (95-100),Rural West York Ward
ROAD A1237 FROM ASKHAM BRYAN LANE TO BROAD LANE,96.67,Excellent (95-100),Rural West York Ward
ROAD A1237 FROM ASKHAM FIELDS LANE ROUNDABOUT TO ASKHAM BRYAN LANE,96.50,Excellent (95-100),Rural West York Ward
ROAD A1237 FROM BROAD LANE UP TO AND INCLUDING WETHERBY ROAD ROUNDABOUT,96.73,Excellent (95-100),Rural West York Ward
ROAD A1237 FROM CLIFTON MOORGATE ROUNDABOUT UP TO AND INCLUDING WIGGINTON ROAD ROUNDABOUT,95.42,Excellent (95-100),Rural West York Ward
ROAD A1237 FROM MAIN STREET KNAPTON UP TO AND INCLUDING THE A59 ROUNDABOUT,94.67,Good (90-94),Rural West York Ward
ROAD A1237 FROM MILLFIELD LANE ROUNDABOUT UP TO AND INCLUDING A19 ROUNDABOUT,97.41,Excellent (95-100),Rural West York Ward
ROAD A1237 FROM WETHERBY ROAD ROUNDABOUT TO MAIN STREET KNAPTON,90.20,Good (90-94),Rural West York Ward
ROSE AVENUE,97.12,Excellent (95-100),Rural West York Ward
ROUNDABOUT TO DISTRICT BOUNDARY,90.53,Good (90-94),Rural West York Ward
SANDYRIDGE,92.51,Good (90-94),Rural West York Ward
SCHOOL LANE,77.57,Fair (75-89),Rural West York Ward
SEVERN GREEN,95.68,Excellent (95-100),Rural West York Ward
SHIPTON ROAD,93.89,Good (90-94),Rural West York Ward
SHIPTON ROAD,94.12,Good (90-94),Rural West York Ward
SHIRBUTT LANE,26.42,Poor (<75),Rural West York Ward
SNOWDON CLOSE,3.11,Poor (<75),Rural West York Ward
SOUTHFIELD CLOSE,60.20,Poor (<75),Rural West York Ward
SPRINGFIELD ROAD,63.13,Poor (<75),Rural West York Ward
ST CATHERINES CLOSE,76.20,Fair (75-89),Rural West York Ward
ST GILES ROAD,49.85,Poor (<75),Rural West York Ward
ST NICHOLAS CROFT,44.44,Poor (<75),Rural West York Ward
ST PETERS CLOSE,39.41,Poor (<75),Rural West York Ward
STATION ROAD,94.29,Good (90-94),Rural West York Ward
STRIPE LANE,18.68,Poor (<75),Rural West York Ward
SYCAMORE CLOSE,77.26,Fair (75-89),Rural West York Ward
SYCAMORE VIEW,96.12,Excellent (95-100),Rural West York Ward
TADCASTER ROAD,93.48,Good (90-94),Rural West York Ward
TADCASTER ROAD,63.40,Poor (<75),Rural West York Ward
TADCASTER ROAD,99.28,Excellent (95-100),Rural West York Ward
TEDDER ROAD,65.43,Poor (<75),Rural West York Ward
TEN THORN LANE,76.69,Fair (75-89),Rural West York Ward
THE BEECHES,66.94,Poor (<75),Rural West York Ward
THE DELL,79.37,Fair (75-89),Rural West York Ward
THE FOLD,79.52,Fair (75-89),Rural West York Ward
THE GREEN,23.50,Poor (<75),Rural West York Ward
THE GREEN,61.40,Poor (<75),Rural West York Ward
THE MEADOWS,55.48,Poor (<75),Rural West York Ward
THE RIDINGS,100.00,Excellent (95-100),Rural West York Ward
THE ROWANS,63.88,Poor (<75),Rural West York Ward
THE VALE,88.99,Fair (75-89),Rural West York Ward
THE VILLAGE,57.02,Poor (<75),Rural West York Ward
TRENCHARD ROAD,88.79,Fair (75-89),Rural West York Ward
VICTORIA FARM CLOSE,57.44,Poor (<75),Rural West York Ward
VILLA COURT,6.84,Poor (<75),Rural West York Ward
VILLAGE GREEN,43.24,Poor (<75),Rural West York Ward
WESTFIELD CLOSE,6.41,Poor (<75),Rural West York Ward
WESTFIELD LANE,40.82,Poor (<75),Rural West York Ward
WESTVIEW CLOSE,49.35,Poor (<75),Rural West York Ward
WESTWOOD LANE,53.10,Poor (<75),Rural West York Ward
WETHERBY ROAD,92.13,Good (90-94),Rural West York Ward
WETHERBY ROAD,98.91,Excellent (95-100),Rural West York Ward
WHITE ROSE CLOSE,41.11,Poor (<75),Rural West York Ward
WHITE ROSE WAY,62.32,Poor (<75),Rural West York Ward
WILLOW CROFT,52.75,Poor (<75),Rural West York Ward
YEW TREE CLOSE,75.34,Fair (75-89),Rural West York Ward
YORK ROAD,76.15,Fair (75-89),Rural West York Ward
YORK ROAD,82.23,Fair (75-89),Rural West York Ward
YORK ROAD,73.49,Poor (<75),Rural West York Ward
YORK ROAD TO BUCKLES INN,35.14,Poor (<75),Rural West York Ward
ADLINGTON CLOSE,87.75,Fair (75-89),Strensall Ward
ASH WALK,61.09,Poor (<75),Strensall Ward
BAD BARGAIN LANE,91.42,Good (90-94),Strensall Ward
BALFOUR WAY,87.60,Fair (75-89),Strensall Ward
BARLEY RISE,63.11,Poor (<75),Strensall Ward
BARR LANE,72.83,Poor (<75),Strensall Ward
BEECH PLACE,90.45,Good (90-94),Strensall Ward
BLACKLEE CLOSE,87.67,Fair (75-89),Strensall Ward
BRECKS LANE,95.46,Excellent (95-100),Strensall Ward
BRUNSWICK CLOSE,94.30,Good (90-94),Strensall Ward
CARR LANE,43.81,Poor (<75),Strensall Ward
CHALDON CLOSE,83.57,Fair (75-89),Strensall Ward
CHAPMAN CLOSE,98.70,Excellent (95-100),Strensall Ward
CHATSWORTH AVENUE,94.43,Good (90-94),Strensall Ward
CHAUCER LANE,96.92,Excellent (95-100),Strensall Ward
CHAUMONT WAY,0.00,Poor (<75),Strensall Ward
CHIPSTEAD WALK,75.19,Fair (75-89),Strensall Ward
CHURCH LANE,48.21,Poor (<75),Strensall Ward
CORNCROFT,56.41,Poor (<75),Strensall Ward
COULSON CLOSE,83.72,Fair (75-89),Strensall Ward
CREASER CLOSE,94.34,Good (90-94),Strensall Ward
CUNDALL CLOSE,94.86,Good (90-94),Strensall Ward
DARFIELD CLOSE,96.67,Excellent (95-100),Strensall Ward
DUNCOMBE DRIVE,96.60,Excellent (95-100),Strensall Ward
DURLSTON DRIVE,69.32,Poor (<75),Strensall Ward
EARSWICK CHASE,93.36,Good (90-94),Strensall Ward
FIRBANK CLOSE,84.36,Fair (75-89),Strensall Ward
FIRTREE CLOSE,84.65,Fair (75-89),Strensall Ward
FLAXTON ROAD,86.86,Fair (75-89),Strensall Ward
FOLD WALK,95.06,Excellent (95-100),Strensall Ward
FOSSLAND VIEW,52.86,Poor (<75),Strensall Ward
GAINSBOROUGH CLOSE,92.63,Good (90-94),Strensall Ward
GAY MEADOWS,49.76,Poor (<75),Strensall Ward
GLEBE CLOSE,87.34,Fair (75-89),Strensall Ward
GREEN LANE,98.86,Excellent (95-100),Strensall Ward
HALLARD WAY,43.81,Poor (<75),Strensall Ward
HARLOW COURT,83.70,Fair (75-89),Strensall Ward
HAXBY MOOR ROAD,45.32,Poor (<75),Strensall Ward
HAZELBUSH LANE,99.08,Excellent (95-100),Strensall Ward
HEATH RIDE,84.07,Fair (75-89),Strensall Ward
HIGHLANDS AVENUE,65.14,Poor (<75),Strensall Ward
HOLLY TREE GARTH,41.83,Poor (<75),Strensall Ward
HOLTBY LANE,97.30,Excellent (95-100),Strensall Ward
HOPGROVE LANE SOUTH,99.54,Excellent (95-100),Strensall Ward
JAYWICK CLOSE,96.12,Excellent (95-100),Strensall Ward
KINGS MOOR ROAD,36.07,Poor (<75),Strensall Ward
KIRKLANDS,76.21,Fair (75-89),Strensall Ward
LADYSMITH MEWS,95.16,Excellent (95-100),Strensall Ward
LANGTON COURT,97.84,Excellent (95-100),Strensall Ward
LEYFIELD CLOSE,77.78,Fair (75-89),Strensall Ward
LITTLETHORPE CLOSE,93.92,Good (90-94),Strensall Ward
LOCK HOUSE LANE,93.43,Good (90-94),Strensall Ward
LORDS MOOR LANE,49.13,Poor (<75),Strensall Ward
LORDS MOOR LANE TO YORK LANE,70.11,Poor (<75),Strensall Ward
LOW CROFT,38.57,Poor (<75),Strensall Ward
LYNWOOD CLOSE,88.77,Fair (75-89),Strensall Ward
MARMIAN DRIVE,70.01,Poor (<75),Strensall Ward
MELCOMBE AVENUE,84.54,Fair (75-89),Strensall Ward
MIDDLECROFT DRIVE,44.69,Poor (<75),Strensall Ward
MIDDLECROFT GROVE,7.01,Poor (<75),Strensall Ward
MOOR LANE,28.72,Poor (<75),Strensall Ward
MOORLAND GARTH,52.03,Poor (<75),Strensall Ward
MORAY CLOSE,98.75,Excellent (95-100),Strensall Ward
NETHERWOODS,85.23,Fair (75-89),Strensall Ward
NEWTON WAY,49.61,Poor (<75),Strensall Ward
NORTHFIELDS,72.67,Poor (<75),Strensall Ward
NORTHLANDS AVENUE,92.43,Good (90-94),Strensall Ward
OAK TREE CLOSE,54.89,Poor (<75),Strensall Ward
OAK TREE WAY,65.05,Poor (<75),Strensall Ward
OAKHILL CRESCENT,93.77,Good (90-94),Strensall Ward
OAKLANDS,66.86,Poor (<75),Strensall Ward
ORCHARD WAY,37.09,Poor (<75),Strensall Ward
OSMINGTON GARDENS,58.51,Poor (<75),Strensall Ward
OX CARR LANE,68.97,Poor (<75),Strensall Ward
PARK GATE,57.59,Poor (<75),Strensall Ward
PASTURE CLOSE,28.13,Poor (<75),Strensall Ward
PELHAM PLACE,71.60,Poor (<75),Strensall Ward
PORTISHAM PLACE,91.10,Good (90-94),Strensall Ward
POTTERY LANE,39.46,Poor (<75),Strensall Ward
PRINCESS ROAD,31.16,Poor (<75),Strensall Ward
PRINCESS ROAD,45.42,Poor (<75),Strensall Ward
PULLEYN CLOSE,92.42,Good (90-94),Strensall Ward
RADLEY COURT,92.30,Good (90-94),Strensall Ward
REDMAYNE SQUARE,84.96,Fair (75-89),Strensall Ward
RENFREW GREEN,92.36,Good (90-94),Strensall Ward
RIVERSIDE WALK,61.22,Poor (<75),Strensall Ward
ROAD A1237 FROM AND INCLUDING MALTON ROAD ROUNDABOUT TO THE A64 ROUNDABOUT,96.88,Excellent (95-100),Strensall Ward
ROWLEY COURT,69.42,Poor (<75),Strensall Ward
RYECROFT,64.92,Poor (<75),Strensall Ward
SANDY LANE,19.03,Poor (<75),Strensall Ward
SANDY LANE TO BOUNDARY,82.75,Fair (75-89),Strensall Ward
SHELLEY DRIVE,85.82,Fair (75-89),Strensall Ward
SHERBOURNE GROVE,77.15,Fair (75-89),Strensall Ward
SHERIFF HUTTON ROAD,86.01,Fair (75-89),Strensall Ward
SHILTON GARTH CLOSE,86.28,Fair (75-89),Strensall Ward
SIMONS CLOSE,75.48,Fair (75-89),Strensall Ward
SOUTHFIELDS ROAD,86.21,Fair (75-89),Strensall Ward
ST MARYS CLOSE,65.52,Poor (<75),Strensall Ward
STABLERS WALK,65.71,Poor (<75),Strensall Ward
STATION SQUARE,95.95,Excellent (95-100),Strensall Ward
STEADINGS YARD,66.30,Poor (<75),Strensall Ward
STOCKTON LANE,79.00,Fair (75-89),Strensall Ward
STONE RIGGS,14.93,Poor (<75),Strensall Ward
STRENSALL ROAD,89.13,Fair (75-89),Strensall Ward
STUART CLOSE,94.48,Good (90-94),Strensall Ward
SUSSEX WAY,79.12,Fair (75-89),Strensall Ward
TERRINGTON COURT,91.83,Good (90-94),Strensall Ward
THE CROFT,78.84,Fair (75-89),Strensall Ward
THE ELMS,97.18,Excellent (95-100),Strensall Ward
THE GARDEN VILLAGE,81.50,Fair (75-89),Strensall Ward
THE HOLLIES,97.47,Excellent (95-100),Strensall Ward
THE LIMES,32.30,Poor (<75),Strensall Ward
THE OLD HIGHWAY,84.47,Fair (75-89),Strensall Ward
THE SIDINGS,95.51,Excellent (95-100),Strensall Ward
THE VILLAGE,71.09,Poor (<75),Strensall Ward
THE VILLAGE,7.86,Poor (<75),Strensall Ward
THE VILLAGE,80.80,Fair (75-89),Strensall Ward
THE WILLOWS,81.06,Fair (75-89),Strensall Ward
THOMPSON DRIVE,98.42,Excellent (95-100),Strensall Ward
TOBY COURT,78.73,Fair (75-89),Strensall Ward
TOWTHORPE MOOR LANE,99.11,Excellent (95-100),Strensall Ward
TOWTHORPE ROAD,72.07,Poor (<75),Strensall Ward
TUDOR WAY,97.53,Excellent (95-100),Strensall Ward
TYNEHAM WAY,57.55,Poor (<75),Strensall Ward
WAINCROFT,64.35,Poor (<75),Strensall Ward
WALTHAM CLOSE,99.38,Excellent (95-100),Strensall Ward
WEST END,80.06,Fair (75-89),Strensall Ward
WEST END CLOSE,59.52,Poor (<75),Strensall Ward
WESTPIT LANE,56.53,Poor (<75),Strensall Ward
WHEATCROFT,50.57,Poor (<75),Strensall Ward
WHIN CLOSE,13.09,Poor (<75),Strensall Ward
WHITELANDS,91.34,Good (90-94),Strensall Ward
WILKINSON WAY,90.50,Good (90-94),Strensall Ward
WOBURN CLOSE,96.63,Excellent (95-100),Strensall Ward
WOOD CLOSE,86.46,Fair (75-89),Strensall Ward
WOODLEIGH CLOSE,95.61,Excellent (95-100),Strensall Ward
YORK ROAD,71.89,Poor (<75),Strensall Ward
ACOMB WOOD DRIVE,25.55,Poor (<75),Westfield Ward
ASCOT WAY,44.82,Poor (<75),Westfield Ward
ASHFORD PLACE,39.28,Poor (<75),Westfield Ward
ASKHAM CROFT,79.85,Fair (75-89),Westfield Ward
ASKHAM GROVE,24.08,Poor (<75),Westfield Ward
ASKHAM LANE,88.07,Fair (75-89),Westfield Ward
BACHELOR HILL,9.71,Poor (<75),Westfield Ward
BACK LANE OF MILNER STREET BETWEEN 13 AND 81,49.08,Poor (<75),Westfield Ward
BARKSTON AVENUE,78.24,Fair (75-89),Westfield Ward
BARKSTON CLOSE,92.21,Good (90-94),Westfield Ward
BEACONSFIELD STREET,9.44,Poor (<75),Westfield Ward
BEAGLE RIDGE DRIVE,43.15,Poor (<75),Westfield Ward
BEECHWOOD GLADE,73.48,Poor (<75),Westfield Ward
BELLHOUSE WAY,72.43,Poor (<75),Westfield Ward
BELLWOOD DRIVE,61.78,Poor (<75),Westfield Ward
BEVERLEY COURT,13.87,Poor (<75),Westfield Ward
BRADLEY DRIVE,45.61,Poor (<75),Westfield Ward
BRADLEY DRIVE,37.01,Poor (<75),Westfield Ward
BRAMHAM AVENUE,74.30,Poor (<75),Westfield Ward
BRAMHAM GROVE,87.92,Fair (75-89),Westfield Ward
BRAMHAM ROAD,85.32,Fair (75-89),Westfield Ward
CEDARWOOD CLOSE,77.60,Fair (75-89),Westfield Ward
CHAPELFIELDS ROAD,89.86,Fair (75-89),Westfield Ward
CHELTENHAM COURT,87.31,Fair (75-89),Westfield Ward
CHESNEY FIELDS,46.81,Poor (<75),Westfield Ward
CLAY PLACE,31.95,Poor (<75),Westfield Ward
CORLETT COURT,19.49,Poor (<75),Westfield Ward
CORNLANDS ROAD,71.35,Poor (<75),Westfield Ward
CRANFIELD PLACE,76.21,Fair (75-89),Westfield Ward
CROFTSIDE,39.26,Poor (<75),Westfield Ward
CROSS STREET,38.35,Poor (<75),Westfield Ward
DANESFORT AVENUE,41.18,Poor (<75),Westfield Ward
DIJON AVENUE,52.63,Poor (<75),Westfield Ward
EATON COURT,75.07,Fair (75-89),Westfield Ward
FIR HEATH CLOSE,56.00,Poor (<75),Westfield Ward
FORESTERS WALK,97.02,Excellent (95-100),Westfield Ward
FOXWOOD LANE,71.21,Poor (<75),Westfield Ward
FRONT STREET,71.88,Poor (<75),Westfield Ward
GALE LANE,92.70,Good (90-94),Westfield Ward
GLADSTONE STREET,36.45,Poor (<75),Westfield Ward
GRANGE LANE,69.40,Poor (<75),Westfield Ward
GREEN LANE,64.94,Poor (<75),Westfield Ward
GREENWOOD GROVE,55.84,Poor (<75),Westfield Ward
HAMILTON DRIVE WEST,56.59,Poor (<75),Westfield Ward
